YOB,Born,Alive
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,5,0
1907,0,0
1908,0,0
1909,5,0
1910,0,0
1911,0,0
1912,10,0
1913,19,0
1914,18,0
1915,29,0
1916,31,0
1917,25,0
1918,24,0
1919,25,1
1920,31,1
1921,17,1
1922,16,1
1923,22,2
1924,17,2
1925,14,2
1926,17,3
1927,19,3
1928,19,4
1929,16,3
1930,15,4
1931,6,2
1932,9,3
1933,14,5
1934,9,3
1935,15,6
1936,19,8
1937,13,6
1938,5,2
1939,9,5
1940,8,4
1941,15,8
1942,12,7
1943,16,10
1944,12,8
1945,12,8
1946,10,7
1947,18,13
1948,14,10
1949,12,9
1950,11,8
1951,10,8
1952,11,9
1953,14,11
1954,12,10
1955,6,5
1956,9,7
1957,9,7
1958,11,9
1959,10,9
1960,14,12
1961,6,5
1962,12,10
1963,10,9
1964,12,11
1965,12,11
1966,8,7
1967,8,7
1968,9,8
1969,11,10
1970,9,8
1971,10,9
1972,9,8
1973,9,8
1974,7,7
1975,6,6
1976,9,8
1977,5,5
1978,0,0
1979,0,0
1980,8,8
1981,0,0
1982,0,0
1983,8,8
1984,5,5
1985,5,5
1986,0,0
1987,5,5
1988,7,7
1989,8,8
1990,7,7
1991,5,5
1992,5,5
1993,0,0
1994,9,9
1995,0,0
1996,0,0
1997,0,0
1998,5,5
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,7,7
2005,0,0
2006,0,0
2007,8,8
2008,6,6
2009,5,5
2010,7,7
2011,9,9
2012,7,7
