YOB,Born,Alive
1900,9,0
1901,0,0
1902,0,0
1903,0,0
1904,10,0
1905,6,0
1906,6,0
1907,9,0
1908,8,0
1909,13,0
1910,14,0
1911,8,0
1912,12,0
1913,9,0
1914,13,0
1915,11,0
1916,12,0
1917,19,0
1918,19,0
1919,17,0
1920,26,1
1921,14,1
1922,16,1
1923,10,1
1924,18,2
1925,26,3
1926,24,4
1927,20,3
1928,15,3
1929,14,3
1930,24,6
1931,19,5
1932,9,3
1933,14,5
1934,14,5
1935,17,7
1936,12,5
1937,15,7
1938,10,5
1939,10,5
1940,14,8
1941,10,6
1942,12,7
1943,14,9
1944,5,3
1945,6,4
1946,0,0
1947,9,6
1948,5,4
1949,7,5
1950,8,6
1951,0,0
1952,5,4
1953,5,4
1954,0,0
1955,5,4
1956,0,0
1957,6,5
1958,6,5
1959,5,4
1960,7,6
1961,5,4
1962,0,0
1963,0,0
1964,0,0
1965,5,4
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,6,6
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,5,5
1980,5,5
1981,0,0
1982,0,0
1983,6,6
1984,0,0
1985,5,5
1986,5,5
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,8,8
1993,0,0
1994,5,5
1995,7,7
