YOB,Born,Alive
1900,7,0
1901,9,0
1902,7,0
1903,8,0
1904,11,0
1905,9,0
1906,5,0
1907,7,0
1908,14,0
1909,8,0
1910,11,0
1911,14,0
1912,9,0
1913,16,0
1914,23,0
1915,21,0
1916,14,0
1917,19,0
1918,18,0
1919,22,1
1920,22,1
1921,15,1
1922,20,2
1923,16,2
1924,17,2
1925,16,3
1926,16,3
1927,10,2
1928,20,5
1929,14,4
1930,8,2
1931,13,4
1932,8,3
1933,9,3
1934,7,3
1935,10,4
1936,12,6
1937,8,4
1938,11,6
1939,9,5
1940,6,4
1941,6,4
1942,8,5
1943,7,5
1944,5,3
1945,0,0
1946,6,4
1947,8,6
1948,9,7
1949,7,6
1950,6,5
1951,6,5
1952,11,9
1953,11,9
1954,8,7
1955,8,7
1956,7,6
1957,8,7
1958,7,6
1959,0,0
1960,6,5
1961,6,5
1962,5,5
1963,7,6
1964,6,6
1965,7,6
1966,8,7
1967,11,10
1968,7,7
1969,6,6
1970,5,5
1971,9,9
1972,10,10
1973,0,0
1974,0,0
1975,0,0
1976,6,6
1977,7,7
1978,6,6
1979,9,9
1980,0,0
1981,10,10
1982,6,6
1983,7,7
1984,0,0
1985,10,10
1986,6,6
1987,0,0
1988,6,6
1989,0,0
1990,12,12
1991,10,10
1992,16,16
1993,21,21
1994,20,20
1995,33,33
1996,25,25
1997,42,42
1998,68,67
1999,58,57
2000,91,90
2001,96,95
2002,138,137
2003,166,165
2004,215,213
2005,326,323
2006,447,444
2007,456,453
2008,467,464
2009,704,699
2010,832,827
2011,942,937
2012,1314,1308
2013,1527,1521
2014,1902,1896
2015,1675,1671
2016,1736,1733
2017,1875,1874
