YOB,Born,Alive
1900,7,0
1901,6,0
1902,8,0
1903,8,0
1904,5,0
1905,6,0
1906,16,0
1907,9,0
1908,22,0
1909,15,0
1910,15,0
1911,17,0
1912,33,0
1913,43,1
1914,36,1
1915,64,2
1916,82,4
1917,92,5
1918,88,5
1919,73,5
1920,100,7
1921,125,13
1922,143,19
1923,134,22
1924,117,23
1925,142,32
1926,106,27
1927,92,27
1928,86,28
1929,70,25
1930,67,26
1931,54,22
1932,54,24
1933,64,30
1934,58,29
1935,61,32
1936,63,35
1937,62,36
1938,56,34
1939,52,34
1940,43,29
1941,40,28
1942,50,35
1943,41,30
1944,36,27
1945,28,21
1946,31,24
1947,21,17
1948,29,24
1949,16,13
1950,21,18
1951,16,14
1952,16,14
1953,16,14
1954,9,8
1955,12,11
1956,12,11
1957,9,8
1958,10,9
1959,9,8
1960,9,8
1961,11,10
1962,0,0
1963,6,6
1964,6,6
1965,6,6
1966,7,7
1967,7,7
1968,7,7
1969,5,5
1970,0,0
1971,0,0
1972,5,5
1973,0,0
1974,6,6
1975,0,0
1976,0,0
1977,6,6
1978,0,0
1979,7,7
1980,10,10
1981,6,6
1982,12,12
1983,8,8
1984,6,6
1985,9,9
1986,8,8
1987,0,0
1988,10,10
1989,0,0
1990,9,9
1991,9,9
1992,5,5
1993,13,13
1994,7,7
1995,8,8
1996,8,8
1997,14,14
1998,15,15
1999,7,7
2000,11,11
2001,14,14
2002,15,15
2003,15,15
2004,14,14
2005,18,18
2006,25,25
2007,23,23
2008,25,25
2009,20,20
2010,25,25
2011,22,22
2012,31,31
2013,25,25
